index,sku,productId,name,new,regularPrice,salePrice,customerReviewCount,customerReviewAverage,freeShipping,onlineAvailability,onlineAvailabilityText,releaseDate,shippingCost,shortDescription,manufacturer,inStorePickup,esrbRating,longDescription,onlineAvailability_notAvailable,onlineAvailability_preOrder,onlineAvailability_soldOut,onlineAvailability_businessDay1,onlineAvailability_businessDay12,esrb_everyone10,esrb_everyone,esrb_mature,esrb_pending,esrb_teen,genre,esrb_description
30,1078792,1.21822E+12,Mortal Kombat,0,29.99,29.99,17,4.4,1,1,Shipping: Usually leaves our warehouse in 1 business day,4/19/2011,0,say past past they'r wrong,WB Games,1,M=Mature,centuri competitor mortal kombat tournament laid wast enemi attempt declar winner end emperor shao kahn ruthless defeat raiden alli unwil sit idl raiden determin somehow defeat emperor undo victori raiden must go place emperor vulner place never late second chanc raiden must go past classic franchis return mortal kombat never seen stereoscop 3d creat rich detail world complet stun 3d environ charact mind blow fatal rewrit histori battl way mortal kombat tournament legendari warrior merciless brutal time around abl face friend tradit two player match sever new game mode three friend add excit gore take alter past avoid extinct,0,0,0,1,0,0,0,1,0,0,fight,blood gore intens violenc partial nuditi strong languag
31,1092494,1.21822E+12,Driver San Francisco,0,29.99,29.99,2,5,1,1,Shipping: Usually leaves our warehouse in 1 business day,9/6/2011,0,take driver seat restor justic citi bay,Ubisoft Entertainment,1,T=Teen,he ruthless crime lord ever prowl street citi bay name charl jericho certain bring heart san francisco fate sunni citi rest hand one man detect hero driver john tanner put hundr crimin behind bar chase injustic mani citi mission pose threat like could last step driver seat harden detect get readi relentless manhunt could end either restor justic set sun golden gate bridg forev driver san francisco put wheel back hand next instal classic race saga battl good evil car weapon huge arsenal 130 vehicl choos endless power within grasp handl car uniqu style establish driver seri quintessenti chase experi new twist take wheel control ever har incred abil instant shift exact car need exact moment need spot enemi block ahead swap high power vehicl throttl ahead stop getaway oppon threaten drive road take command vehicl forc demis experi even enhanc shift six onlin game mode transport across mile blink eye abil swap locat whether hunt bad guy race bumper bumper friend take skill test dare throughout citi street kick high gear forget speed limit hesit split second ride could last,0,0,0,1,0,0,0,0,0,1,race,drug refer languag sexual theme violenc
32,1094401,1.21822E+12,Spider-Man: Shattered Dimensions,0,19.99,19.99,4,5,1,0,Shipping: Not available,9/7/2010,0,whatev spider four drastic differ univers,Activision,0,T=Teen,prepar unparallel action pack adventur across four dynam differ parallel univers battl fearsom foe role famous web slinger spider man dramat stun univers featur spider man arm uniqu strength design let deal damag varieti way get readi travel beyond tradit realm new york citi epic adventur take myriad locat explor dramat stun environ wield explos new power face extraordinari enemi epic boss battl becom experi legendari spider man like never spider man shatter dimens take player excit adventur four dramat differ parallel univers allow swing fight shoot web legendari spider man groundbreak gameplay let battl enemi varieti way play uniqu spider man charact includ amaz spider man spider man noir spider man 2099 fight environ pay homag classic era legendari superhero place 1930s inspir black white cinemat world high ground amidst tower skyscrap hover car enter first person perspect key moment battl deliv punch close person unlock new abil costum bonus battl detail univers,1,0,0,0,0,0,0,0,0,1,na,mild languag suggest theme violenc
33,1121355,1.21822E+12,Lucha Libre AAA: Heroes Del Ring,0,14.99,14.99,,,1,0,Shipping: Not available,10/12/2010,,give power crowd,Konami,0,T=Teen,exhaust perform counterstrik everi one oppon strike grappl bring knee last aerial attack land squar head he daze know crowd they'r cheer beg perform dead move win match welcom world mexico premier wrestl feder aaa luchador compet high acrobat combat fight either side tecnico good guy rudo bad guy creat charact choos massiv collect customiz cloth accessori bodi characterist take oppon real life luchador featur aaa leagu know wrestl taken part sophist system strike counterstrik grappl extrem aerial assault charact specif specialti move adrenalin pump sport game unleash right move enough gain support crowd order win match wager mask hair onlin winner take battl humili four player forget hero del ring crowd determin winner loser better hope like,1,0,0,0,0,0,0,0,0,1,na,mild blood mild suggest theme violenc
34,1121373,1.21822E+12,Def Jam Rapstar,0,19.99,19.99,1,5,0,0,Shipping: Not available,10/5/2010,,take becom rapstar,Def Jam Interactive,0,T=Teen,air thick light low stand offstag reflect everyth gone write lyric scrap paper battl club held head high throughout freestyl best emce around creat beat drop rhyme make wait moment whole life crowd chant name realiz time come grab mic rush onstag crowd erupt roar light go beat drop rapstar def jam rapstar give player opportun experi essenc hip hop music battl swagger focus exclus hip hop def jam rapstar give player chanc becom star rhyme creat video share world showcas poetic prowess perform hip hop greatest song kick lyric beat compos industri hottest produc sing rap friend duet mode achiev highest combin score vie hip hop supremaci challeng battl mode use xbox live vision camera creat video perform upload onlin share world take becom rapstar,1,0,0,0,0,0,0,0,0,1,music danc parti,drug refer mild blood mild violenc partial nuditi sexual theme strong lyric use alcohol tobacco
35,1142357,1.21822E+12,DarkStar One: Broken Alliance,0,4.99,4.99,1,4,0,0,Shipping: Not available,7/21/2010,,journey edg galaxi discov secret core,Kalypso,0,T=Teen,dark expans univers hold endless secret unimagin man perhap secret startl hidden away famili galact trailblaz fearless adventur futur lead way outer space sail star haunt dark mysteri shroud father blast endless sky explor vast galaxi extraterrestri world quest discov someth that even alien past take helm darkstar one massiv spacecraft launch adventur entail volatil space battl cinemat drama custom role play enter 300 solar system popul six uniqu alien race must choos whether benevol barter extraterrestri loot good space pirat engag warfar whatev way choos result reverber throughout univers life featur total immers 3d combat action wall shake surround sound stun high definit visual darkstar one broken allianc transport edg galaxi deepest dark ever encount,1,0,0,0,0,0,0,0,0,1,action adventur,na
36,1154546,1.21823E+12,Star Wars: The Force Unleashed II Collector's Edition,0,8.99,8.99,8,4,0,0,Shipping: Not available,10/26/2010,,master way forc,LucasArts,0,T=Teen,travel galaxi far far away continu stori epic star war saga set massiv unexplor era star war episod iii reveng sith star war episod iv new hope storylin player take role darth vader secret apprentic power anti hero starkil star war forc unleash ii take place era star war episod iii reveng sith star war episod iv new hope assum role darth vader secret apprentic player must wield lightsab util unimagin forc power fulfil sith lord dark plan collector edit featur premium collect steelbook deliv exclus game content three exclus challeng mode level ralph mcquarri concept deak starkil skin exclus lightsab crystal exclus starkil 2gb usb flash drive design mimobot come preload bonus theme wallpap game script written haden blackman digit art book insight art style star war forc unleash ii seduc dark side forc fight becom power jedi master,1,0,0,0,0,0,0,0,0,1,action adventur,violenc
46,1161734,1.21823E+12,NBA 2K11,0,29.99,29.99,24,4.5,1,0,Shipping: Not available,10/5/2010,0,get readi play greatest time,2K Sports,1,E=Everyone,game seven tie game eight second remain clock teammat inbound ball start dribbl floor cross midcourt quick cross head left center set hard pick knock defend feet seven second go pass wing cut right second continu tick away forward come set screen defend recov rush cover receiv ball top three point arc pump fake budg decid put ball deck dribbl right three second go stop cross left caus defend lose balanc rise air releas ball two second flashbulb pop crowd hold collect breath one second ball approach hoop overtim glori nba 2k11 build momentum nba 2k10 improv everi aspect seri addit authent profession basketbal experi nba 2k11 pay homag 14 time nba star six time nba world champion michael jordan put hoop skill ultim test attempt reliv 10 legendari game jordan career replic athlet feat hardwood jordan challeng success reenact 10 scenario unlock mj creat legend mode allow take control newli draft rooki michael jordan creat histor career nba ever wonder jordan led chicago bull would fare today nba team legendari bull squad 1985 1986 1989 90 1990 91 1991 92 1994 95 1995 96 1996 97 1997 98 season fingertip quick game mode hit game mileston accomplish play game earn collect pair air jordan shoe michael wore throughout legendari career take full control ball new isomot dribbl control dynam shot control allow unleash ankl break move separ defend drive hole pull hit open jumper lay ball gentl slam home new improv featur includ career mode game highlight side side commentari dynam crowd attend excit soundtrack nba 2k11 deliv realism excit energi nba,1,0,0,0,0,0,1,0,0,0,sport outdoor,na
47,1170735,1.21823E+12,Blood Stone 007,0,29.99,29.99,6,4.2,1,0,Shipping: Not available,11/2/2010,,becom world class doubl agent high octan intern chase,Activision,0,T=Teen,dark intern conspiraci run elus danger crimin mastermind world seep way uk secret bio chemic project like could propel human new height wreak complet devast across world hang balanc one thing sure prevent worldwid catastroph go take man instinct killer fearless hero craft secret agent suav move casanova man bond jame bond rip traffic throttl full gear bridg high water handbrak turn around obstacl car explod fieri orb gunfir shatter window attack vehicl right left unleash bullet bullet coolli press ahead job step shine shoe crisp suit doubl agent defin generat mission deadlier action sweep enemi secret ever embark mission jet rooftop athen casino monaco beyond intern chase demand precis gun handl gritti hand hand combat secret agent strategi continu jame bond cinemat splendor writer goldeney tomorrow never die deliv thrill new storylin led daniel craig judi dench joss stone dead action even bigger onlin join 15 gamer skill maneuv mission team suit load ensur enemi get shaken stir,1,0,0,0,0,0,0,0,0,1,shooter,alcohol tobacco refer blood mild languag mild suggest theme violenc
48,1179927,1.21823E+12,Your Shape: Fitness Evolved,0,19.99,19.99,58,4,1,0,Shipping: Not available,11/4/2010,2.99,get ultim workout use bodi guid,Ubisoft Entertainment,0,E=Everyone,learn shape fit evolv flash demo synopsisyou'v tri fit tape fit tape gone class look exercis onlin even bought latest equip tv ad someth miss fit method machin tape know bodi know goal unless found person trainer exercis never bend warrior pose yoga instruct right hand littl high lower start cardio routin voic feel overwhelm routin adjust welcom shape fit evolv time exercis bodi control voic heard revolutionari bodi track technolog put bodi screen charg workout creat intuit custom experi arsenal fit expertis advic dispos meet goal fit routin develop celebr trainer class rang yoga martial art famili friend mini game get everyon move monitor progress watch calori evapor point go screen celebr confetti maxim potenti evolv way fit,1,0,0,0,0,0,1,0,0,0,fit,na
49,1179963,1.21823E+12,Kinect Joy Ride,0,19.99,19.99,9,4.6,1,0,Shipping: Not available,11/4/2010,,drive car take fingertip,Microsoft,0,E=Everyone,learn kinect joy ride flash demo synopsisth power high speed racer complet har one place bodi three two one hurtl around race track missil whizz past window rival revv pummel bumper sharp corner take surpris twist torso might jet ahead escap fieri demis sister pull close behind let take lead pump hand back forth leav dust doubt power champion cours fuel line ditch control realli take driver seat crazi cours kinect joy ride power revolutionari bodi track technolog kinect control best race navig perform graviti defi mind blow stunt high air speed three new world hunt power boost set trap oppon let friend join race jump start steer classic kart race action super power intuit progress blend excit kinect one thing sure one joy ride cruis control,1,0,0,0,0,0,1,0,0,0,race,mild cartoon violenc mild cartoon violenc
50,1180061,1.21823E+12,Kinectimals,0,19.99,19.99,21,4.3,0,0,Shipping: Not available,11/4/2010,,welcom brand new furri friend famili,Microsoft,0,E=Everyone,learn kinectim flash demo synopsisth exot ador cub leav zoo time they'r head right home heart hand teach babi tiger play game trick pet head want comfort call name watch run give attent give new fuzzi friend care love sure get return kinectim may wild they'r also wild loveabl kinectim invit becom proud new parent exot babi anim ask give happi home choos furri friend five cute critter give name get readi brand new friendship thank motion sens technolog kinect virtual pet feel stroke pet hear word talk bring two togeth close friendship especi take home plush version pet love side tv monitor train kinectim listen command take competit show skill learn togeth wild anim alway belong zoo stay appl eye,1,0,0,0,0,0,1,0,0,0,strategi simul,na
51,1180104,1.21823E+12,Kinect Sports,0,19.99,19.99,143,4.7,1,1,Shipping: Usually leaves our warehouse in 1 business day,11/4/2010,0,becom sport superstar easi hop skip jump,Microsoft,1,E10+=Everyone 10+,learn kinect sport flash demo synopsisjump court charg stadium climb ring there major sport competit go center action volleybal rocket air toward edg boundari line dive toward ground scoop arm bump teammat spike might hear oppon breath neck step jump even faster hurdl sens weak moment box ring jab rival stomach watch fall ground power win bodi along real star sport use button joystick path victori leav control locker room step competit best tool kinect sport real athlet action spring life live room control motion make revolutionari motion sens technolog recogn power six intens sport make true athlet champion whether play team kinect sport test limit bring glori handl action,0,0,0,1,0,1,0,0,0,0,sport outdoor,mild cartoon violenc
52,1182175,1.21823E+12,Battlefield: Bad Company 2 Ultimate Edition,0,39.99,39.99,14,4.6,1,1,Shipping: Usually leaves our warehouse in 1 business day,8/23/2010,0,wreak total havoc battlefield,Electronic Arts,1,M=Mature,around battlefield aliv roar gunfir heart thunder ear teammat blast way center action vantag point vehicl take aim arsenal weapon unleash hail bullet relish mayhem ensu fight battlefield destroy savor thrill dead weaponri explos battlefield encount return anoth round destruct battlefield bad compani 2 time wield cataclysm power ever ultim edit unlock bonus upgrad bring closer ultim masteri land water sky arm arsenal weaponri fleet power vehicl embark intens foray battlefield destruct take rogu disast caus mission lone wolf enlist squad four take battl onlin massiv 24 player ultim edit onslaught mode fight way across snowi mountain dens jungl dusti villag pursuit mission stop noth ensur ultim success exclus download access world war ii mayhem includ battlefield 1943 noth stand way,0,0,0,1,0,0,0,1,0,0,shooter,blood strong languag violenc blood strong languag violenc
53,1184298,1.21823E+12,Arcania: Gothic 4,0,27.99,27.99,1,1,0,0,Shipping: Not available,10/19/2010,,dive ever chang world,DreamCatcher Interactive,0,T=Teen,slash way dens danger forest patch light dappl thick canopi leav nowher crack thunder tear across sky pound ear sky blacken heavi drop rain blast tree pound head shoulder can't see anyth press onward mission complet feign fearless push thicket dark hand grab shoulder welcom arcania vivid peril world line real imagin blur step deep ever chang univers stun light weather sound effect sophist lifelik suck never quit leav shroud layer strongest armor design wield dead weapon march battl master complic attack evolv forget even play game skill sneak intric castl expans citi vibrant flora prepar meet deep secret charact never abl forget even wish could,1,0,0,0,0,0,0,0,0,1,na,na
